case_id,topology,speed_cm_s,spin_rad_s,tick_subdivisions,input_permutation,seed,contact_count,maximum_residual_cm_s,maximum_penetration_cm,energy_before_j,energy_after_j,duplicate_impulses,symmetry_error_cm_s,finite_state,state_hash
solver_stress_00307,symmetric,25,-40,4,canonical,3,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,2bf9787469c432808fba8429a3d151c3db5e5d372375cf1c960c9dcd150831ab
solver_stress_00308,symmetric,25,-40,4,reversed,0,2,2.4999999999999999e-08,2.5000000000000002e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,9b583eeb9362d2643103f544e8fbbda72e3caf9eae41d701f89e420d6e49869f
solver_stress_00309,symmetric,25,-40,4,reversed,1,2,4.9999999999999998e-08,5.0000000000000004e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,249b21e75c2106b2e2759b0f99135ea9de9a2505935cd073d8ee8d4541f3233a
solver_stress_00310,symmetric,25,-40,4,reversed,2,2,7.4999999999999997e-08,7.500000000000001e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,7bd06d796e7afb2fb1dde5c5816b04075b3d27420a4e36367efe0283ac92779b
solver_stress_00311,symmetric,25,-40,4,reversed,3,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,2bf9787469c432808fba8429a3d151c3db5e5d372375cf1c960c9dcd150831ab
solver_stress_00312,symmetric,25,0,1,canonical,0,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,9f9b5cfff3b8b0b7516de0a84d16169f6290fc137e4de3258badacfc65baab8e
solver_stress_00313,symmetric,25,0,1,canonical,1,2,1.9999999999999999e-07,2.0000000000000002e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,6dd6fce219e5aeecc76415fd561d198d5170f124a4223d99c8e40dab362073b2
solver_stress_00314,symmetric,25,0,1,canonical,2,2,2.9999999999999999e-07,3.0000000000000004e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,4113b738424c41276fdd5203121a01717fd7dc4a6ab39147dfce1973ef03eaef
solver_stress_00315,symmetric,25,0,1,canonical,3,2,3.9999999999999998e-07,4.0000000000000003e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,874ffb93982020aec7e72c4a08abeb291bbbd772a2fe1e3d4fdceb63a6d67319
solver_stress_00316,symmetric,25,0,1,reversed,0,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,9f9b5cfff3b8b0b7516de0a84d16169f6290fc137e4de3258badacfc65baab8e
solver_stress_00317,symmetric,25,0,1,reversed,1,2,1.9999999999999999e-07,2.0000000000000002e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,6dd6fce219e5aeecc76415fd561d198d5170f124a4223d99c8e40dab362073b2
solver_stress_00318,symmetric,25,0,1,reversed,2,2,2.9999999999999999e-07,3.0000000000000004e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,4113b738424c41276fdd5203121a01717fd7dc4a6ab39147dfce1973ef03eaef
solver_stress_00319,symmetric,25,0,1,reversed,3,2,3.9999999999999998e-07,4.0000000000000003e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,874ffb93982020aec7e72c4a08abeb291bbbd772a2fe1e3d4fdceb63a6d67319
solver_stress_00320,symmetric,25,0,2,canonical,0,2,4.9999999999999998e-08,5.0000000000000004e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,e3abd4a0e67d8c9468395bda86f6b0bbcc1ac61ae3bfe379b423a0899dacc8a6
solver_stress_00321,symmetric,25,0,2,canonical,1,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,3ad26fe461e9508e75f8686e487062ef82557d9c0ba7a8fb456d3601cf25d246
solver_stress_00322,symmetric,25,0,2,canonical,2,2,1.4999999999999999e-07,1.5000000000000002e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,32a5643b1a3acaa5927bb623b60da83a0ad1a982e580b3e2825fd320c1823198
solver_stress_00323,symmetric,25,0,2,canonical,3,2,1.9999999999999999e-07,2.0000000000000002e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,2599f8bf59a2edacf8fbf9baaf49e6712656e7832137a509411699c10d40e106
solver_stress_00324,symmetric,25,0,2,reversed,0,2,4.9999999999999998e-08,5.0000000000000004e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,e3abd4a0e67d8c9468395bda86f6b0bbcc1ac61ae3bfe379b423a0899dacc8a6
solver_stress_00325,symmetric,25,0,2,reversed,1,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,3ad26fe461e9508e75f8686e487062ef82557d9c0ba7a8fb456d3601cf25d246
solver_stress_00326,symmetric,25,0,2,reversed,2,2,1.4999999999999999e-07,1.5000000000000002e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,32a5643b1a3acaa5927bb623b60da83a0ad1a982e580b3e2825fd320c1823198
solver_stress_00327,symmetric,25,0,2,reversed,3,2,1.9999999999999999e-07,2.0000000000000002e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,2599f8bf59a2edacf8fbf9baaf49e6712656e7832137a509411699c10d40e106
solver_stress_00328,symmetric,25,0,4,canonical,0,2,2.4999999999999999e-08,2.5000000000000002e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,5515d40e94504f2772173932c198e7dd07a28522bff14744e3111b43dd525821
solver_stress_00329,symmetric,25,0,4,canonical,1,2,4.9999999999999998e-08,5.0000000000000004e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,dc51b9a44a1eca4fda4864a79651830c776f059866dcefdcb00ff8d6d47c71e0
solver_stress_00330,symmetric,25,0,4,canonical,2,2,7.4999999999999997e-08,7.500000000000001e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,6a9449736778d25be8eef08f4cfccf5a8ed4780220416f8704c2edf051b9fec7
solver_stress_00331,symmetric,25,0,4,canonical,3,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,361d0fbb49561b14d5c11dfb4b0714fc63527c514d7924bc97158cd6f9220039
solver_stress_00332,symmetric,25,0,4,reversed,0,2,2.4999999999999999e-08,2.5000000000000002e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,5515d40e94504f2772173932c198e7dd07a28522bff14744e3111b43dd525821
solver_stress_00333,symmetric,25,0,4,reversed,1,2,4.9999999999999998e-08,5.0000000000000004e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,dc51b9a44a1eca4fda4864a79651830c776f059866dcefdcb00ff8d6d47c71e0
solver_stress_00334,symmetric,25,0,4,reversed,2,2,7.4999999999999997e-08,7.500000000000001e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,6a9449736778d25be8eef08f4cfccf5a8ed4780220416f8704c2edf051b9fec7
solver_stress_00335,symmetric,25,0,4,reversed,3,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,361d0fbb49561b14d5c11dfb4b0714fc63527c514d7924bc97158cd6f9220039
solver_stress_00336,symmetric,25,40,1,canonical,0,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,7f7891d957c4aeabf89154c4ad4512ccc70626dd23c7c482803b426b42fef3f3
solver_stress_00337,symmetric,25,40,1,canonical,1,2,1.9999999999999999e-07,2.0000000000000002e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,e6cd0e68e09fe1bcb47d2566e8350ab61ced875caa9ad917295a46e94330b3ab
solver_stress_00338,symmetric,25,40,1,canonical,2,2,2.9999999999999999e-07,3.0000000000000004e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,14e58995e661ec7ac18c25ae6dcc49da3a7a79364aa584b4c73fffd463c11edb
solver_stress_00339,symmetric,25,40,1,canonical,3,2,3.9999999999999998e-07,4.0000000000000003e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,c2b0856a945abf716e7aff087a5a4c23300067f208eb8cd35963bae090a08412
solver_stress_00340,symmetric,25,40,1,reversed,0,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,7f7891d957c4aeabf89154c4ad4512ccc70626dd23c7c482803b426b42fef3f3
solver_stress_00341,symmetric,25,40,1,reversed,1,2,1.9999999999999999e-07,2.0000000000000002e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,e6cd0e68e09fe1bcb47d2566e8350ab61ced875caa9ad917295a46e94330b3ab
solver_stress_00342,symmetric,25,40,1,reversed,2,2,2.9999999999999999e-07,3.0000000000000004e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,14e58995e661ec7ac18c25ae6dcc49da3a7a79364aa584b4c73fffd463c11edb
solver_stress_00343,symmetric,25,40,1,reversed,3,2,3.9999999999999998e-07,4.0000000000000003e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,c2b0856a945abf716e7aff087a5a4c23300067f208eb8cd35963bae090a08412
solver_stress_00344,symmetric,25,40,2,canonical,0,2,4.9999999999999998e-08,5.0000000000000004e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,cd0b84c4ea2703bd04d5628faed1b61f71b22ead6afc52ddba3af9dd31afdce9
solver_stress_00345,symmetric,25,40,2,canonical,1,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,e4fabdf86a02edd1b3d526764c30fe3261a9a42eaf4d8ab91d0695d8cff85500
solver_stress_00346,symmetric,25,40,2,canonical,2,2,1.4999999999999999e-07,1.5000000000000002e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,3289287d7d0857ccbdaaeb139effc90892759194ef4df13aae3ab1cf1053c0be
solver_stress_00347,symmetric,25,40,2,canonical,3,2,1.9999999999999999e-07,2.0000000000000002e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,5d0711251e9c294a0dce096e65f1b2febaf054bc71eec605ebde158eb83cd671
solver_stress_00348,symmetric,25,40,2,reversed,0,2,4.9999999999999998e-08,5.0000000000000004e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,cd0b84c4ea2703bd04d5628faed1b61f71b22ead6afc52ddba3af9dd31afdce9
solver_stress_00349,symmetric,25,40,2,reversed,1,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,e4fabdf86a02edd1b3d526764c30fe3261a9a42eaf4d8ab91d0695d8cff85500
solver_stress_00350,symmetric,25,40,2,reversed,2,2,1.4999999999999999e-07,1.5000000000000002e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,3289287d7d0857ccbdaaeb139effc90892759194ef4df13aae3ab1cf1053c0be
solver_stress_00351,symmetric,25,40,2,reversed,3,2,1.9999999999999999e-07,2.0000000000000002e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,5d0711251e9c294a0dce096e65f1b2febaf054bc71eec605ebde158eb83cd671
solver_stress_00352,symmetric,25,40,4,canonical,0,2,2.4999999999999999e-08,2.5000000000000002e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,ea0473af4ed181395e49bdbc6a9e02b0fde51e8a66748e4fbacf90066da315a7
solver_stress_00353,symmetric,25,40,4,canonical,1,2,4.9999999999999998e-08,5.0000000000000004e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,929edec40428dff84f11ad398a8ab1cca9ea3b2aca106c388d2612f01fb0b47b
solver_stress_00354,symmetric,25,40,4,canonical,2,2,7.4999999999999997e-08,7.500000000000001e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,20ee84c6cc110b6b2b4e6268af5997fde0d62eb50ada870d2cf102f506087a61
solver_stress_00355,symmetric,25,40,4,canonical,3,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,0b66c132fa397127bfe14948a06f4bcd683a60fd7bd6529848c1d84757de3fa3
solver_stress_00356,symmetric,25,40,4,reversed,0,2,2.4999999999999999e-08,2.5000000000000002e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,ea0473af4ed181395e49bdbc6a9e02b0fde51e8a66748e4fbacf90066da315a7
solver_stress_00357,symmetric,25,40,4,reversed,1,2,4.9999999999999998e-08,5.0000000000000004e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,929edec40428dff84f11ad398a8ab1cca9ea3b2aca106c388d2612f01fb0b47b
solver_stress_00358,symmetric,25,40,4,reversed,2,2,7.4999999999999997e-08,7.500000000000001e-06,0.0053125000000000004,0.0053125000000000004,0,0,True,20ee84c6cc110b6b2b4e6268af5997fde0d62eb50ada870d2cf102f506087a61
solver_stress_00359,symmetric,25,40,4,reversed,3,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0053125000000000004,0,0,True,0b66c132fa397127bfe14948a06f4bcd683a60fd7bd6529848c1d84757de3fa3
solver_stress_00360,symmetric,100,-40,1,canonical,0,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.085000000000000006,0,0,True,6c8cef501ff5ffc072c95f1ff404325a98aad3ea1ab80cf58e12f5ad76e3285b
solver_stress_00361,symmetric,100,-40,1,canonical,1,2,1.9999999999999999e-07,2.0000000000000002e-05,0.085000000000000006,0.085000000000000006,0,0,True,3b540ada25a3d190f66e7e0099015e2ff2a8098bf1a57ec9b1308eac1d580b6a
solver_stress_00362,symmetric,100,-40,1,canonical,2,2,2.9999999999999999e-07,3.0000000000000004e-05,0.085000000000000006,0.085000000000000006,0,0,True,f9a97f00347fac91fb8b8c122fe5748102f2c0bf757cd91421174970da47ca7d
solver_stress_00363,symmetric,100,-40,1,canonical,3,2,3.9999999999999998e-07,4.0000000000000003e-05,0.085000000000000006,0.085000000000000006,0,0,True,4783a02e561dc5ddce1b414a3bd316c49d561975d7cbb39c18afbd6410b10dd2
solver_stress_00364,symmetric,100,-40,1,reversed,0,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.085000000000000006,0,0,True,6c8cef501ff5ffc072c95f1ff404325a98aad3ea1ab80cf58e12f5ad76e3285b
solver_stress_00365,symmetric,100,-40,1,reversed,1,2,1.9999999999999999e-07,2.0000000000000002e-05,0.085000000000000006,0.085000000000000006,0,0,True,3b540ada25a3d190f66e7e0099015e2ff2a8098bf1a57ec9b1308eac1d580b6a
solver_stress_00366,symmetric,100,-40,1,reversed,2,2,2.9999999999999999e-07,3.0000000000000004e-05,0.085000000000000006,0.085000000000000006,0,0,True,f9a97f00347fac91fb8b8c122fe5748102f2c0bf757cd91421174970da47ca7d
solver_stress_00367,symmetric,100,-40,1,reversed,3,2,3.9999999999999998e-07,4.0000000000000003e-05,0.085000000000000006,0.085000000000000006,0,0,True,4783a02e561dc5ddce1b414a3bd316c49d561975d7cbb39c18afbd6410b10dd2
solver_stress_00368,symmetric,100,-40,2,canonical,0,2,4.9999999999999998e-08,5.0000000000000004e-06,0.085000000000000006,0.085000000000000006,0,0,True,37fea26d9468b728259407fb04eca5b0b533107c5c11d14658dc250c72dbf885
solver_stress_00369,symmetric,100,-40,2,canonical,1,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.085000000000000006,0,0,True,2e29ecf1417b32a3a6780b6b712c9ffb20bc627c211f763f080a50936ca2900b
solver_stress_00370,symmetric,100,-40,2,canonical,2,2,1.4999999999999999e-07,1.5000000000000002e-05,0.085000000000000006,0.085000000000000006,0,0,True,74e5d5ed94eba6acde5bae5858c1b2f59bb13e4f0389641b88ff068398b069c3
solver_stress_00371,symmetric,100,-40,2,canonical,3,2,1.9999999999999999e-07,2.0000000000000002e-05,0.085000000000000006,0.085000000000000006,0,0,True,36a1abc397aa2a25fbfb31974d4e019b102d4e0c714d8868d235428d691a898a
solver_stress_00372,symmetric,100,-40,2,reversed,0,2,4.9999999999999998e-08,5.0000000000000004e-06,0.085000000000000006,0.085000000000000006,0,0,True,37fea26d9468b728259407fb04eca5b0b533107c5c11d14658dc250c72dbf885
solver_stress_00373,symmetric,100,-40,2,reversed,1,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.085000000000000006,0,0,True,2e29ecf1417b32a3a6780b6b712c9ffb20bc627c211f763f080a50936ca2900b
solver_stress_00374,symmetric,100,-40,2,reversed,2,2,1.4999999999999999e-07,1.5000000000000002e-05,0.085000000000000006,0.085000000000000006,0,0,True,74e5d5ed94eba6acde5bae5858c1b2f59bb13e4f0389641b88ff068398b069c3
solver_stress_00375,symmetric,100,-40,2,reversed,3,2,1.9999999999999999e-07,2.0000000000000002e-05,0.085000000000000006,0.085000000000000006,0,0,True,36a1abc397aa2a25fbfb31974d4e019b102d4e0c714d8868d235428d691a898a
solver_stress_00376,symmetric,100,-40,4,canonical,0,2,2.4999999999999999e-08,2.5000000000000002e-06,0.085000000000000006,0.085000000000000006,0,0,True,2b5c57575e5622863da10715703cd6ee09fb9568757fc16bf35c745791967f80
solver_stress_00377,symmetric,100,-40,4,canonical,1,2,4.9999999999999998e-08,5.0000000000000004e-06,0.085000000000000006,0.085000000000000006,0,0,True,ad63ba8461ecf3d980489e690ffe34d0e6387216b736a7b7161491869b746106
solver_stress_00378,symmetric,100,-40,4,canonical,2,2,7.4999999999999997e-08,7.500000000000001e-06,0.085000000000000006,0.085000000000000006,0,0,True,23a3490433e9cd89ddac911c97dabe701f6062ec85f407ab6f925825bc25c71f
solver_stress_00379,symmetric,100,-40,4,canonical,3,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.085000000000000006,0,0,True,bc8143237e30832e385c2af047e262d346402eca4485cf40c776393dd7676e1c
solver_stress_00380,symmetric,100,-40,4,reversed,0,2,2.4999999999999999e-08,2.5000000000000002e-06,0.085000000000000006,0.085000000000000006,0,0,True,2b5c57575e5622863da10715703cd6ee09fb9568757fc16bf35c745791967f80
solver_stress_00381,symmetric,100,-40,4,reversed,1,2,4.9999999999999998e-08,5.0000000000000004e-06,0.085000000000000006,0.085000000000000006,0,0,True,ad63ba8461ecf3d980489e690ffe34d0e6387216b736a7b7161491869b746106
solver_stress_00382,symmetric,100,-40,4,reversed,2,2,7.4999999999999997e-08,7.500000000000001e-06,0.085000000000000006,0.085000000000000006,0,0,True,23a3490433e9cd89ddac911c97dabe701f6062ec85f407ab6f925825bc25c71f
solver_stress_00383,symmetric,100,-40,4,reversed,3,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.085000000000000006,0,0,True,bc8143237e30832e385c2af047e262d346402eca4485cf40c776393dd7676e1c
solver_stress_00384,symmetric,100,0,1,canonical,0,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.085000000000000006,0,0,True,3eba2b39f30e3c5e44400c225e643b23ae60b1aef0d718537cbb86b63188001e
solver_stress_00385,symmetric,100,0,1,canonical,1,2,1.9999999999999999e-07,2.0000000000000002e-05,0.085000000000000006,0.085000000000000006,0,0,True,3407c542de77fc302887f41e0148889dc577d6b2d3546314bb2bbe885fcb1d6a
solver_stress_00386,symmetric,100,0,1,canonical,2,2,2.9999999999999999e-07,3.0000000000000004e-05,0.085000000000000006,0.085000000000000006,0,0,True,f3f133ed72d2376f8e0f882844482493dd6fcea8c24666d5a630ff001910c9a1
solver_stress_00387,symmetric,100,0,1,canonical,3,2,3.9999999999999998e-07,4.0000000000000003e-05,0.085000000000000006,0.085000000000000006,0,0,True,3978fff2992779273995e9665724a57f5e32a880678b1f1d2497bd105329c433
solver_stress_00388,symmetric,100,0,1,reversed,0,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.085000000000000006,0,0,True,3eba2b39f30e3c5e44400c225e643b23ae60b1aef0d718537cbb86b63188001e
solver_stress_00389,symmetric,100,0,1,reversed,1,2,1.9999999999999999e-07,2.0000000000000002e-05,0.085000000000000006,0.085000000000000006,0,0,True,3407c542de77fc302887f41e0148889dc577d6b2d3546314bb2bbe885fcb1d6a
solver_stress_00390,symmetric,100,0,1,reversed,2,2,2.9999999999999999e-07,3.0000000000000004e-05,0.085000000000000006,0.085000000000000006,0,0,True,f3f133ed72d2376f8e0f882844482493dd6fcea8c24666d5a630ff001910c9a1
solver_stress_00391,symmetric,100,0,1,reversed,3,2,3.9999999999999998e-07,4.0000000000000003e-05,0.085000000000000006,0.085000000000000006,0,0,True,3978fff2992779273995e9665724a57f5e32a880678b1f1d2497bd105329c433
solver_stress_00392,symmetric,100,0,2,canonical,0,2,4.9999999999999998e-08,5.0000000000000004e-06,0.085000000000000006,0.085000000000000006,0,0,True,e8b131419ec389b902dcaedc6d57480ae1b0402feda2d9d3705ddc5478f91eb6
solver_stress_00393,symmetric,100,0,2,canonical,1,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.085000000000000006,0,0,True,19fcd030cd4cc221fb33398bd07883a81b86de0d5f0a9a0696efdda9a4bf7a4d
solver_stress_00394,symmetric,100,0,2,canonical,2,2,1.4999999999999999e-07,1.5000000000000002e-05,0.085000000000000006,0.085000000000000006,0,0,True,25fd894252c43ad3b272908e56c8de17f9353edf0f91671a599581855ea3c20f
solver_stress_00395,symmetric,100,0,2,canonical,3,2,1.9999999999999999e-07,2.0000000000000002e-05,0.085000000000000006,0.085000000000000006,0,0,True,2a088f21e3a780fbb93d9b7fa7a63a988f16068ce79520133a260da109ff9750
solver_stress_00396,symmetric,100,0,2,reversed,0,2,4.9999999999999998e-08,5.0000000000000004e-06,0.085000000000000006,0.085000000000000006,0,0,True,e8b131419ec389b902dcaedc6d57480ae1b0402feda2d9d3705ddc5478f91eb6
solver_stress_00397,symmetric,100,0,2,reversed,1,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.085000000000000006,0,0,True,19fcd030cd4cc221fb33398bd07883a81b86de0d5f0a9a0696efdda9a4bf7a4d
solver_stress_00398,symmetric,100,0,2,reversed,2,2,1.4999999999999999e-07,1.5000000000000002e-05,0.085000000000000006,0.085000000000000006,0,0,True,25fd894252c43ad3b272908e56c8de17f9353edf0f91671a599581855ea3c20f
solver_stress_00399,symmetric,100,0,2,reversed,3,2,1.9999999999999999e-07,2.0000000000000002e-05,0.085000000000000006,0.085000000000000006,0,0,True,2a088f21e3a780fbb93d9b7fa7a63a988f16068ce79520133a260da109ff9750
solver_stress_00400,symmetric,100,0,4,canonical,0,2,2.4999999999999999e-08,2.5000000000000002e-06,0.085000000000000006,0.085000000000000006,0,0,True,9aabcf15880e4ad067cfd355558645ffea76971475ef2c0fff221ce52bbd5b83
solver_stress_00401,symmetric,100,0,4,canonical,1,2,4.9999999999999998e-08,5.0000000000000004e-06,0.085000000000000006,0.085000000000000006,0,0,True,d010eece2d38a33a341a10b15c39585bcdf25c9479c416847114a62de43976a1
solver_stress_00402,symmetric,100,0,4,canonical,2,2,7.4999999999999997e-08,7.500000000000001e-06,0.085000000000000006,0.085000000000000006,0,0,True,ef9f61f97c2dcb92ab671e94913b6e51d7d6ce2583122fdb06eda7b75cfdd96d
solver_stress_00403,symmetric,100,0,4,canonical,3,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.085000000000000006,0,0,True,01f89a452a9420a0556e358e3fb680859aea270e8d432ea133ca4109cbff789b
solver_stress_00404,symmetric,100,0,4,reversed,0,2,2.4999999999999999e-08,2.5000000000000002e-06,0.085000000000000006,0.085000000000000006,0,0,True,9aabcf15880e4ad067cfd355558645ffea76971475ef2c0fff221ce52bbd5b83
solver_stress_00405,symmetric,100,0,4,reversed,1,2,4.9999999999999998e-08,5.0000000000000004e-06,0.085000000000000006,0.085000000000000006,0,0,True,d010eece2d38a33a341a10b15c39585bcdf25c9479c416847114a62de43976a1
solver_stress_00406,symmetric,100,0,4,reversed,2,2,7.4999999999999997e-08,7.500000000000001e-06,0.085000000000000006,0.085000000000000006,0,0,True,ef9f61f97c2dcb92ab671e94913b6e51d7d6ce2583122fdb06eda7b75cfdd96d
solver_stress_00407,symmetric,100,0,4,reversed,3,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.085000000000000006,0,0,True,01f89a452a9420a0556e358e3fb680859aea270e8d432ea133ca4109cbff789b
solver_stress_00408,symmetric,100,40,1,canonical,0,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.085000000000000006,0,0,True,561c598bef1cecb911eadd8dda4c84b0734a9393eb3771d49a645e6abc36ba18
solver_stress_00409,symmetric,100,40,1,canonical,1,2,1.9999999999999999e-07,2.0000000000000002e-05,0.085000000000000006,0.085000000000000006,0,0,True,cbaed174cc9964ea491cd59e94f82ae814da6bcb16d91af2b4e078ae10a4dc18
solver_stress_00410,symmetric,100,40,1,canonical,2,2,2.9999999999999999e-07,3.0000000000000004e-05,0.085000000000000006,0.085000000000000006,0,0,True,287aa6be9a0611aa39c534c1cee0d39040da872b7f2896888b1ed3dab94c21b8
solver_stress_00411,symmetric,100,40,1,canonical,3,2,3.9999999999999998e-07,4.0000000000000003e-05,0.085000000000000006,0.085000000000000006,0,0,True,d9c7743ece6b211454b87903f718a8b7a77b395c63fd0f350ea640c1b61f7b9c
solver_stress_00412,symmetric,100,40,1,reversed,0,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.085000000000000006,0,0,True,561c598bef1cecb911eadd8dda4c84b0734a9393eb3771d49a645e6abc36ba18
solver_stress_00413,symmetric,100,40,1,reversed,1,2,1.9999999999999999e-07,2.0000000000000002e-05,0.085000000000000006,0.085000000000000006,0,0,True,cbaed174cc9964ea491cd59e94f82ae814da6bcb16d91af2b4e078ae10a4dc18
solver_stress_00414,symmetric,100,40,1,reversed,2,2,2.9999999999999999e-07,3.0000000000000004e-05,0.085000000000000006,0.085000000000000006,0,0,True,287aa6be9a0611aa39c534c1cee0d39040da872b7f2896888b1ed3dab94c21b8
solver_stress_00415,symmetric,100,40,1,reversed,3,2,3.9999999999999998e-07,4.0000000000000003e-05,0.085000000000000006,0.085000000000000006,0,0,True,d9c7743ece6b211454b87903f718a8b7a77b395c63fd0f350ea640c1b61f7b9c
solver_stress_00416,symmetric,100,40,2,canonical,0,2,4.9999999999999998e-08,5.0000000000000004e-06,0.085000000000000006,0.085000000000000006,0,0,True,04f0671c9fdd024b7f630b585cb4646ccc9b479caa8c12bc1561ad695886e1ed
solver_stress_00417,symmetric,100,40,2,canonical,1,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.085000000000000006,0,0,True,71c901c851e77c328c8b1e70e599c608119333f24207aaa810e6ab546e63aee8
solver_stress_00418,symmetric,100,40,2,canonical,2,2,1.4999999999999999e-07,1.5000000000000002e-05,0.085000000000000006,0.085000000000000006,0,0,True,63785be4c6f1c15f0ca530cb371cb3ed67a267125ed3362a14ab17cf5190ae01
solver_stress_00419,symmetric,100,40,2,canonical,3,2,1.9999999999999999e-07,2.0000000000000002e-05,0.085000000000000006,0.085000000000000006,0,0,True,43d77b434880cc2f8276b4f6953291ffe3fe64a0a875f78ca936a14718722ccd
solver_stress_00420,symmetric,100,40,2,reversed,0,2,4.9999999999999998e-08,5.0000000000000004e-06,0.085000000000000006,0.085000000000000006,0,0,True,04f0671c9fdd024b7f630b585cb4646ccc9b479caa8c12bc1561ad695886e1ed
solver_stress_00421,symmetric,100,40,2,reversed,1,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.085000000000000006,0,0,True,71c901c851e77c328c8b1e70e599c608119333f24207aaa810e6ab546e63aee8
solver_stress_00422,symmetric,100,40,2,reversed,2,2,1.4999999999999999e-07,1.5000000000000002e-05,0.085000000000000006,0.085000000000000006,0,0,True,63785be4c6f1c15f0ca530cb371cb3ed67a267125ed3362a14ab17cf5190ae01
